Company Name,Year,Equity Share Capital,Reserves And Surplus,Total Shareholders Funds,Total Non-Current Liabilities,Total Current Liabilities,Total Capital And Liabilities,Total Revenue,Total Expenses,Profit/Loss Before Tax,Current Tax,Profit/Loss For The Period,Basic Eps (Rs.),Equity Share Dividend,Pbdit Margin (%),Net Profit Margin (%),Return On Networth/Equity (%),Return On Capital Employed (%),Total Debt/Equity (X),Current Ratio (X),Dividend Payout Ratio (Np) (%),Earnings Retention Ratio (%),Score,Comment
ITC Ltd.ITC Ltd.ITC Ltd.ITC Ltd.ITC Ltd.,Mar 15,801.55,30877.01,31735.49,1870.28,12159.91,45990.79,40091.32,25729.27,14362.05,4228.21,9765.63,12.0,5009.7,39.8,25.14,30.53,28.53,0.01,2.1,51.84,48.16,1000,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 150
 Net Profit Margin Score: 200
 Current Ratio score: 0
 Debt to NetProfit : 0.19151657394351415 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 150
 TOTAL SCORE: 1000"
ITC Ltd.ITC Ltd.ITC Ltd.ITC Ltd.ITC Ltd.,Mar 19,1225.86,55917.07,59140.87,2302.08,10011.99,71798.41,50526.47,31388.35,19138.12,6191.62,12824.2,10.0,6285.21,42.56,26.52,21.29,31.04,0.0,3.17,49.91,50.09,950,"ROE Score : 150
 ROTC Score: 200
 Operation Margin score: 150
 Net Profit Margin Score: 200
 Current Ratio score: 0
 Debt to NetProfit : 0.17951061274777372 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 150
 TOTAL SCORE: 950"
ITC Ltd.ITC Ltd.ITC Ltd.ITC Ltd.ITC Ltd.,Mar 18,1220.43,51289.69,52510.12,2194.13,9250.14,64288.86,45280.8,28292.17,17401.53,5893.19,11485.1,9.0,5770.01,42.15,26.43,21.46,31.03,0.0,2.85,51.19,48.81,950,"ROE Score : 150
 ROTC Score: 200
 Operation Margin score: 150
 Net Profit Margin Score: 200
 Current Ratio score: 0
 Debt to NetProfit : 0.1910414362957223 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 150
 TOTAL SCORE: 950"
ITC Ltd.ITC Ltd.ITC Ltd.ITC Ltd.ITC Ltd.,Mar 17,1214.74,45198.19,46412.93,2114.59,7121.01,55943.27,44538.14,28517.79,16020.35,5546.16,10471.26,9.0,6840.12,40.2,24.47,22.16,32.86,0.0,3.69,66.47,33.53,900,"ROE Score : 150
 ROTC Score: 200
 Operation Margin score: 150
 Net Profit Margin Score: 150
 Current Ratio score: 0
 Debt to NetProfit : 0.20194226864770812 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 150
 TOTAL SCORE: 900"
ITC Ltd.ITC Ltd.ITC Ltd.ITC Ltd.ITC Ltd.,Mar 16,804.72,41874.8,42679.52,2093.0,6658.46,51691.88,40722.9,25872.25,14850.65,5150.37,9492.44,8.0,5009.7,40.77,24.22,21.89,20.75,0.0,3.73,53.61,46.39,850,"ROE Score : 150
 ROTC Score: 150
 Operation Margin score: 150
 Net Profit Margin Score: 150
 Current Ratio score: 0
 Debt to NetProfit : 0.22049125409273063 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 150
 TOTAL SCORE: 850"
ITC Ltd.ITC Ltd.ITC Ltd.ITC Ltd.ITC Ltd.,Mar 15,801.55,30877.01,31735.49,1870.28,12159.91,45990.79,40091.32,25729.27,14362.05,4228.21,9765.63,12.0,5009.7,39.8,25.14,30.53,28.53,0.01,2.1,51.84,48.16,1000,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 150
 Net Profit Margin Score: 200
 Current Ratio score: 0
 Debt to NetProfit : 0.19151657394351415 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 150
 TOTAL SCORE: 1000"
Reliance Industries Ltd.Reliance Industries Ltd.Reliance Industries Ltd.Reliance Industries Ltd.Reliance Industries Ltd.,Mar 20,6339.0,446992.0,453331.0,291652.0,412916.0,1165915.0,610699.0,552756.0,53499.0,13726.0,39773.0,63.0,0.0,17.12,6.66,8.68,10.62,0.64,0.63,0.0,0.0,300,"ROE Score : 0
 ROTC Score: 0
 Operation Margin score: 50
 Net Profit Margin Score: 0
 Current Ratio score: 50
 Debt to NetProfit : 7.332914288587736 and Score: 100
 Share Count Reduction Check score : -100
 Business Growth score: 200
 TOTAL SCORE: 300"
Reliance Industries Ltd.Reliance Industries Ltd.Reliance Industries Ltd.Reliance Industries Ltd.Reliance Industries Ltd.,Mar 19,5926.0,381186.0,387112.0,289692.0,317322.0,1002406.0,575770.0,520646.0,55124.0,11683.0,39734.0,67.0,3554.0,16.31,7.0,10.22,10.45,0.7,0.73,8.97,91.03,350,"ROE Score : 0
 ROTC Score: 0
 Operation Margin score: 50
 Net Profit Margin Score: 50
 Current Ratio score: 50
 Debt to NetProfit : 7.29078371168269 and Score: 100
 Share Count Reduction Check score : -100
 Business Growth score: 200
 TOTAL SCORE: 350"
Reliance Industries Ltd.Reliance Industries Ltd.Reliance Industries Ltd.Reliance Industries Ltd.Reliance Industries Ltd.,Mar 18,5922.0,287569.0,293491.0,205451.0,313852.0,816348.0,401626.0,352259.0,49367.0,10098.0,36021.0,61.0,3255.0,18.92,9.19,12.29,11.42,0.62,0.59,9.02,90.98,400,"ROE Score : 50
 ROTC Score: 0
 Operation Margin score: 50
 Net Profit Margin Score: 50
 Current Ratio score: 50
 Debt to NetProfit : 5.703645095916271 and Score: 100
 Share Count Reduction Check score : -100
 Business Growth score: 200
 TOTAL SCORE: 400"
Reliance Industries Ltd.Reliance Industries Ltd.Reliance Industries Ltd.Reliance Industries Ltd.Reliance Industries Ltd.,Mar 17,2959.0,259876.0,263705.0,210398.0,235315.0,712339.0,314825.0,274683.0,40142.0,8880.0,29941.0,101.0,0.0,18.21,9.8,11.37,9.22,0.7,0.62,0.0,0.0,350,"ROE Score : 0
 ROTC Score: 0
 Operation Margin score: 50
 Net Profit Margin Score: 50
 Current Ratio score: 50
 Debt to NetProfit : 7.027086603653853 and Score: 100
 Share Count Reduction Check score : -100
 Business Growth score: 200
 TOTAL SCORE: 350"
Reliance Industries Ltd.Reliance Industries Ltd.Reliance Industries Ltd.Reliance Industries Ltd.Reliance Industries Ltd.,Mar 16,2948.0,227765.0,231548.0,178931.0,185154.0,598997.0,286052.0,247551.0,38501.0,8042.0,29625.0,101.0,6039.0,19.61,10.81,12.89,7.18,0.72,0.69,20.3,79.7,400,"ROE Score : 50
 ROTC Score: 0
 Operation Margin score: 50
 Net Profit Margin Score: 50
 Current Ratio score: 50
 Debt to NetProfit : 6.039864978902954 and Score: 100
 Share Count Reduction Check score : -100
 Business Growth score: 200
 TOTAL SCORE: 400"
Monsanto India Ltd.Monsanto India Ltd.Monsanto India Ltd.Monsanto India Ltd.Monsanto India Ltd.,Mar 19,17.26,689.64,706.9,10.67,281.05,998.62,691.56,522.88,168.68,18.3,151.66,87.87,69.05,27.12,22.65,21.45,23.66,0.0,2.45,45.52,54.48,850,"ROE Score : 150
 ROTC Score: 150
 Operation Margin score: 100
 Net Profit Margin Score: 150
 Current Ratio score: 0
 Debt to NetProfit : 0.07035474086773046 and Score: 200
 Share Count Reduction Check score : 0
 Business Growth score: 100
 TOTAL SCORE: 850"
Monsanto India Ltd.Monsanto India Ltd.Monsanto India Ltd.Monsanto India Ltd.Monsanto India Ltd.,Mar 18,17.26,619.82,640.39,6.64,192.99,840.02,680.18,508.24,170.64,9.52,164.56,95.34,51.79,28.09,24.82,25.69,26.78,0.0,3.08,31.47,68.53,950,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 100
 Net Profit Margin Score: 150
 Current Ratio score: 0
 Debt to NetProfit : 0.040350024307243555 and Score: 200
 Share Count Reduction Check score : 0
 Business Growth score: 100
 TOTAL SCORE: 950"
Monsanto India Ltd.Monsanto India Ltd.Monsanto India Ltd.Monsanto India Ltd.Monsanto India Ltd.,Mar 17,17.26,513.97,533.79,8.63,156.36,698.78,631.39,467.12,162.98,10.49,151.44,87.74,25.89,28.2,24.48,28.37,30.48,0.0,3.4,17.09,82.91,950,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 100
 Net Profit Margin Score: 150
 Current Ratio score: 0
 Debt to NetProfit : 0.056986265187533025 and Score: 200
 Share Count Reduction Check score : 0
 Business Growth score: 100
 TOTAL SCORE: 950"
Monsanto India Ltd.Monsanto India Ltd.Monsanto India Ltd.Monsanto India Ltd.Monsanto India Ltd.,Mar 16,17.26,395.99,413.25,16.35,96.91,526.51,555.75,443.7,109.16,5.19,101.25,58.66,51.79,22.53,18.69,24.5,23.56,0.0,3.9,51.15,48.85,850,"ROE Score : 150
 ROTC Score: 150
 Operation Margin score: 100
 Net Profit Margin Score: 150
 Current Ratio score: 0
 Debt to NetProfit : 0.1614814814814815 and Score: 200
 Share Count Reduction Check score : 0
 Business Growth score: 100
 TOTAL SCORE: 850"
Monsanto India Ltd.Monsanto India Ltd.Monsanto India Ltd.Monsanto India Ltd.Monsanto India Ltd.,Mar 15,17.26,357.07,374.33,18.35,205.88,598.56,577.69,448.71,128.98,23.25,106.3,61.59,62.14,24.67,19.1,28.39,27.07,0.0,2.41,58.45,41.55,950,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 100
 Net Profit Margin Score: 150
 Current Ratio score: 0
 Debt to NetProfit : 0.1726246472248354 and Score: 200
 Share Count Reduction Check score : 0
 Business Growth score: 100
 TOTAL SCORE: 950"
Balmer Lawrie Investment Ltd.Balmer Lawrie Investment Ltd.Balmer Lawrie Investment Ltd.Balmer Lawrie Investment Ltd.Balmer Lawrie Investment Ltd.,Mar 19,22.2,146.0,168.2,0.0,3.31,171.52,79.03,0.84,78.19,2.28,75.91,34.2,53.27,0.0,0.0,45.12,46.48,0.0,41.88,70.18,29.82,750,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 0
 Net Profit Margin Score: 0
 Current Ratio score: 0
 Debt to NetProfit : 0.0 and Score: 200
 Share Count Reduction Check score : 0
 Business Growth score: 150
 TOTAL SCORE: 750"
Balmer Lawrie Investment Ltd.Balmer Lawrie Investment Ltd.Balmer Lawrie Investment Ltd.Balmer Lawrie Investment Ltd.Balmer Lawrie Investment Ltd.,Mar 18,22.2,123.37,145.57,0.0,2.35,147.92,56.14,0.69,55.46,1.82,53.64,24.16,37.74,0.0,0.0,36.84,38.09,0.0,48.98,70.35,29.65,750,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 0
 Net Profit Margin Score: 0
 Current Ratio score: 0
 Debt to NetProfit : 0.0 and Score: 200
 Share Count Reduction Check score : 0
 Business Growth score: 150
 TOTAL SCORE: 750"
Balmer Lawrie Investment Ltd.Balmer Lawrie Investment Ltd.Balmer Lawrie Investment Ltd.Balmer Lawrie Investment Ltd.Balmer Lawrie Investment Ltd.,Mar 17,22.2,107.46,129.66,0.0,2.04,131.7,41.82,0.94,40.88,2.08,38.8,17.48,37.74,0.0,0.0,29.92,31.52,0.0,48.62,97.26,2.74,750,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 0
 Net Profit Margin Score: 0
 Current Ratio score: 0
 Debt to NetProfit : 0.0 and Score: 200
 Share Count Reduction Check score : 0
 Business Growth score: 150
 TOTAL SCORE: 750"
Balmer Lawrie Investment Ltd.Balmer Lawrie Investment Ltd.Balmer Lawrie Investment Ltd.Balmer Lawrie Investment Ltd.Balmer Lawrie Investment Ltd.,Mar 16,22.2,68.67,90.86,0.0,29.55,120.41,38.23,0.58,37.64,2.02,35.62,16.05,27.75,0.0,0.0,39.2,39.2,0.0,2.97,77.88,22.12,750,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 0
 Net Profit Margin Score: 0
 Current Ratio score: 0
 Debt to NetProfit : 0.0 and Score: 200
 Share Count Reduction Check score : 0
 Business Growth score: 150
 TOTAL SCORE: 750"
Balmer Lawrie Investment Ltd.Balmer Lawrie Investment Ltd.Balmer Lawrie Investment Ltd.Balmer Lawrie Investment Ltd.Balmer Lawrie Investment Ltd.,Mar 15,22.2,60.79,82.99,0.0,29.34,112.33,38.19,0.49,37.69,2.0,35.69,16.08,27.75,0.0,0.0,43.01,43.01,0.0,2.71,77.73,22.27,750,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 0
 Net Profit Margin Score: 0
 Current Ratio score: 0
 Debt to NetProfit : 0.0 and Score: 200
 Share Count Reduction Check score : 0
 Business Growth score: 150
 TOTAL SCORE: 750"
Monsanto India Ltd.Monsanto India Ltd.Monsanto India Ltd.Monsanto India Ltd.Monsanto India Ltd.,Mar 19,17.26,689.64,706.9,10.67,281.05,998.62,691.56,522.88,168.68,18.3,151.66,87.87,69.05,27.12,22.65,21.45,23.66,0.0,2.45,45.52,54.48,850,"ROE Score : 150
 ROTC Score: 150
 Operation Margin score: 100
 Net Profit Margin Score: 150
 Current Ratio score: 0
 Debt to NetProfit : 0.07035474086773046 and Score: 200
 Share Count Reduction Check score : 0
 Business Growth score: 100
 TOTAL SCORE: 850"
Monsanto India Ltd.Monsanto India Ltd.Monsanto India Ltd.Monsanto India Ltd.Monsanto India Ltd.,Mar 18,17.26,619.82,640.39,6.64,192.99,840.02,680.18,508.24,170.64,9.52,164.56,95.34,51.79,28.09,24.82,25.69,26.78,0.0,3.08,31.47,68.53,950,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 100
 Net Profit Margin Score: 150
 Current Ratio score: 0
 Debt to NetProfit : 0.040350024307243555 and Score: 200
 Share Count Reduction Check score : 0
 Business Growth score: 100
 TOTAL SCORE: 950"
Monsanto India Ltd.Monsanto India Ltd.Monsanto India Ltd.Monsanto India Ltd.Monsanto India Ltd.,Mar 17,17.26,513.97,533.79,8.63,156.36,698.78,631.39,467.12,162.98,10.49,151.44,87.74,25.89,28.2,24.48,28.37,30.48,0.0,3.4,17.09,82.91,950,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 100
 Net Profit Margin Score: 150
 Current Ratio score: 0
 Debt to NetProfit : 0.056986265187533025 and Score: 200
 Share Count Reduction Check score : 0
 Business Growth score: 100
 TOTAL SCORE: 950"
Monsanto India Ltd.Monsanto India Ltd.Monsanto India Ltd.Monsanto India Ltd.Monsanto India Ltd.,Mar 16,17.26,395.99,413.25,16.35,96.91,526.51,555.75,443.7,109.16,5.19,101.25,58.66,51.79,22.53,18.69,24.5,23.56,0.0,3.9,51.15,48.85,850,"ROE Score : 150
 ROTC Score: 150
 Operation Margin score: 100
 Net Profit Margin Score: 150
 Current Ratio score: 0
 Debt to NetProfit : 0.1614814814814815 and Score: 200
 Share Count Reduction Check score : 0
 Business Growth score: 100
 TOTAL SCORE: 850"
Monsanto India Ltd.Monsanto India Ltd.Monsanto India Ltd.Monsanto India Ltd.Monsanto India Ltd.,Mar 15,17.26,357.07,374.33,18.35,205.88,598.56,577.69,448.71,128.98,23.25,106.3,61.59,62.14,24.67,19.1,28.39,27.07,0.0,2.41,58.45,41.55,950,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 100
 Net Profit Margin Score: 150
 Current Ratio score: 0
 Debt to NetProfit : 0.1726246472248354 and Score: 200
 Share Count Reduction Check score : 0
 Business Growth score: 100
 TOTAL SCORE: 950"
Advanced Enzyme Technologies Ltd.Advanced Enzyme Technologies Ltd.Advanced Enzyme Technologies Ltd.Advanced Enzyme Technologies Ltd.Advanced Enzyme Technologies Ltd.,Mar 19,22.33,652.99,678.85,35.79,70.49,811.09,424.63,262.66,161.96,48.88,115.9,10.0,5.58,44.55,27.62,16.35,22.39,0.04,4.07,5.02,94.98,900,"ROE Score : 100
 ROTC Score: 150
 Operation Margin score: 150
 Net Profit Margin Score: 200
 Current Ratio score: 0
 Debt to NetProfit : 0.30880069025021567 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 200
 TOTAL SCORE: 900"
Advanced Enzyme Technologies Ltd.Advanced Enzyme Technologies Ltd.Advanced Enzyme Technologies Ltd.Advanced Enzyme Technologies Ltd.Advanced Enzyme Technologies Ltd.,Mar 18,22.33,536.76,559.08,47.08,102.89,731.64,392.41,253.44,138.97,47.85,93.56,8.0,4.47,42.28,23.92,16.1,23.38,0.1,2.09,4.95,95.05,850,"ROE Score : 100
 ROTC Score: 150
 Operation Margin score: 150
 Net Profit Margin Score: 150
 Current Ratio score: 0
 Debt to NetProfit : 0.503206498503634 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 200
 TOTAL SCORE: 850"
Advanced Enzyme Technologies Ltd.Advanced Enzyme Technologies Ltd.Advanced Enzyme Technologies Ltd.Advanced Enzyme Technologies Ltd.Advanced Enzyme Technologies Ltd.,Mar 17,22.33,441.72,464.05,38.55,65.26,589.0,331.57,194.52,137.05,45.54,92.94,8.0,0.0,46.62,28.25,19.72,26.85,0.1,2.19,0.0,0.0,1000,"ROE Score : 100
 ROTC Score: 200
 Operation Margin score: 200
 Net Profit Margin Score: 200
 Current Ratio score: 0
 Debt to NetProfit : 0.4147837314396385 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 200
 TOTAL SCORE: 1000"
Advanced Enzyme Technologies Ltd.Advanced Enzyme Technologies Ltd.Advanced Enzyme Technologies Ltd.Advanced Enzyme Technologies Ltd.Advanced Enzyme Technologies Ltd.,Mar 16,21.77,256.32,278.09,56.32,110.76,450.52,295.05,172.78,118.18,36.34,76.75,35.0,4.18,47.26,26.12,27.27,38.3,0.25,1.26,5.5,94.5,1100,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 200
 Net Profit Margin Score: 200
 Current Ratio score: 0
 Debt to NetProfit : 0.7338110749185668 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 200
 TOTAL SCORE: 1100"
Advanced Enzyme Technologies Ltd.Advanced Enzyme Technologies Ltd.Advanced Enzyme Technologies Ltd.Advanced Enzyme Technologies Ltd.Advanced Enzyme Technologies Ltd.,Mar 15,21.77,190.21,211.98,68.77,130.71,415.91,225.67,150.86,74.81,20.16,51.81,23.0,1.83,41.72,23.22,24.04,29.47,0.37,0.8,3.58,96.42,950,"ROE Score : 150
 ROTC Score: 200
 Operation Margin score: 150
 Net Profit Margin Score: 150
 Current Ratio score: 50
 Debt to NetProfit : 1.3273499324454736 and Score: 150
 Share Count Reduction Check score : -100
 Business Growth score: 200
 TOTAL SCORE: 950"
SJVN Ltd.SJVN Ltd.SJVN Ltd.SJVN Ltd.SJVN Ltd.,Mar 19,3929.8,7316.44,11246.24,2827.34,900.07,14973.65,2907.94,1247.34,1790.83,386.0,1362.58,3.0,589.47,86.13,51.33,12.11,13.47,0.17,5.33,43.26,56.74,850,"ROE Score : 50
 ROTC Score: 50
 Operation Margin score: 200
 Net Profit Margin Score: 200
 Current Ratio score: 0
 Debt to NetProfit : 2.0749900923248545 and Score: 150
 Share Count Reduction Check score : 100
 Business Growth score: 100
 TOTAL SCORE: 850"
SJVN Ltd.SJVN Ltd.SJVN Ltd.SJVN Ltd.SJVN Ltd.,Mar 18,3929.8,6770.36,10700.16,2872.34,817.95,14390.45,2583.95,989.99,1645.06,351.43,1221.57,3.0,785.96,91.64,54.81,11.41,12.36,0.19,5.63,64.34,35.66,800,"ROE Score : 0
 ROTC Score: 50
 Operation Margin score: 200
 Net Profit Margin Score: 200
 Current Ratio score: 0
 Debt to NetProfit : 2.3513511301030645 and Score: 150
 Share Count Reduction Check score : 100
 Business Growth score: 100
 TOTAL SCORE: 800"
SJVN Ltd.SJVN Ltd.SJVN Ltd.SJVN Ltd.SJVN Ltd.,Mar 17,4136.63,7352.92,11489.55,3103.04,799.21,15391.8,3117.39,1215.2,1870.97,399.94,1541.18,4.0,1125.16,98.08,57.52,13.41,13.34,0.19,6.77,73.0,27.0,850,"ROE Score : 50
 ROTC Score: 50
 Operation Margin score: 200
 Net Profit Margin Score: 200
 Current Ratio score: 0
 Debt to NetProfit : 2.0134182898817787 and Score: 150
 Share Count Reduction Check score : 100
 Business Growth score: 100
 TOTAL SCORE: 850"
SJVN Ltd.SJVN Ltd.SJVN Ltd.SJVN Ltd.SJVN Ltd.,Mar 16,4136.63,7165.82,11302.45,3417.77,668.31,15388.53,2903.97,1327.63,1703.95,365.09,1406.12,3.0,434.35,98.73,56.38,12.44,9.55,0.22,8.04,30.86,69.14,800,"ROE Score : 50
 ROTC Score: 0
 Operation Margin score: 200
 Net Profit Margin Score: 200
 Current Ratio score: 0
 Debt to NetProfit : 2.430638921286946 and Score: 150
 Share Count Reduction Check score : 100
 Business Growth score: 100
 TOTAL SCORE: 800"
SJVN Ltd.SJVN Ltd.SJVN Ltd.SJVN Ltd.SJVN Ltd.,Mar 15,4136.63,6066.15,10202.78,3426.85,1002.54,14632.17,3261.03,1081.59,2047.16,429.12,1676.65,4.0,434.35,102.39,59.5,16.43,12.3,0.24,4.65,25.9,74.1,900,"ROE Score : 100
 ROTC Score: 50
 Operation Margin score: 200
 Net Profit Margin Score: 200
 Current Ratio score: 0
 Debt to NetProfit : 2.043867235260788 and Score: 150
 Share Count Reduction Check score : 100
 Business Growth score: 100
 TOTAL SCORE: 900"
IRCTC - Indian Railway Catering & Tourism Corp Ltd.IRCTC - Indian Railway Catering & Tourism Corp Ltd.IRCTC - Indian Railway Catering & Tourism Corp Ltd.IRCTC - Indian Railway Catering & Tourism Corp Ltd.IRCTC - Indian Railway Catering & Tourism Corp Ltd.,Mar 19,160.0,907.02,1067.02,66.69,1454.71,2588.42,1957.01,1518.48,475.93,188.23,305.93,17.04,148.81,25.13,16.37,28.67,38.88,0.0,1.55,48.64,51.36,900,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 100
 Net Profit Margin Score: 100
 Current Ratio score: 0
 Debt to NetProfit : 0.2179910437028078 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 200
 TOTAL SCORE: 900"
IRCTC - Indian Railway Catering & Tourism Corp Ltd.IRCTC - Indian Railway Catering & Tourism Corp Ltd.IRCTC - Indian Railway Catering & Tourism Corp Ltd.IRCTC - Indian Railway Catering & Tourism Corp Ltd.IRCTC - Indian Railway Catering & Tourism Corp Ltd.,Mar 18,40.0,905.37,945.37,89.64,1265.05,2300.06,1540.38,1206.65,338.98,116.04,219.52,55.51,47.18,24.56,14.96,23.22,32.52,0.0,1.6,21.49,78.51,850,"ROE Score : 150
 ROTC Score: 200
 Operation Margin score: 100
 Net Profit Margin Score: 100
 Current Ratio score: 0
 Debt to NetProfit : 0.40834548104956264 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 200
 TOTAL SCORE: 850"
IRCTC - Indian Railway Catering & Tourism Corp Ltd.IRCTC - Indian Railway Catering & Tourism Corp Ltd.IRCTC - Indian Railway Catering & Tourism Corp Ltd.IRCTC - Indian Railway Catering & Tourism Corp Ltd.IRCTC - Indian Railway Catering & Tourism Corp Ltd.,Mar 17,40.0,738.34,778.34,190.04,858.26,1826.63,1579.57,1251.53,331.45,117.87,214.69,52.93,112.95,23.17,14.09,27.58,34.13,0.0,1.8,52.61,47.39,900,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 100
 Net Profit Margin Score: 100
 Current Ratio score: 0
 Debt to NetProfit : 0.8851832875308584 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 200
 TOTAL SCORE: 900"
IRCTC - Indian Railway Catering & Tourism Corp Ltd.IRCTC - Indian Railway Catering & Tourism Corp Ltd.IRCTC - Indian Railway Catering & Tourism Corp Ltd.IRCTC - Indian Railway Catering & Tourism Corp Ltd.IRCTC - Indian Railway Catering & Tourism Corp Ltd.,Mar 16,20.0,522.07,542.07,175.65,719.33,1437.05,1505.74,1197.07,308.66,120.03,188.63,94.32,75.45,24.09,13.8,34.79,43.02,0.0,1.59,40.0,60.0,900,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 100
 Net Profit Margin Score: 100
 Current Ratio score: 0
 Debt to NetProfit : 0.9311880400784606 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 200
 TOTAL SCORE: 900"
IRCTC - Indian Railway Catering & Tourism Corp Ltd.IRCTC - Indian Railway Catering & Tourism Corp Ltd.IRCTC - Indian Railway Catering & Tourism Corp Ltd.IRCTC - Indian Railway Catering & Tourism Corp Ltd.IRCTC - Indian Railway Catering & Tourism Corp Ltd.,Mar 15,20.0,424.25,444.25,151.02,552.12,1147.39,1102.85,889.74,213.11,83.09,130.63,65.31,26.13,22.8,12.75,29.4,35.82,0.0,1.55,20.0,80.0,850,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 100
 Net Profit Margin Score: 100
 Current Ratio score: 0
 Debt to NetProfit : 1.1560897190538162 and Score: 150
 Share Count Reduction Check score : -100
 Business Growth score: 200
 TOTAL SCORE: 850"
